30,Mon Dec 29 08:53:12 2014,1.368,22.2,
31,Mon Dec 29 08:53:13 2014,1.369,22.2,
32,Mon Dec 29 08:53:14 2014,1.37,22.2,
33,Mon Dec 29 08:53:15 2014,1.369,22.2,
34,Mon Dec 29 08:53:17 2014,1.369,22.2,
35,Mon Dec 29 08:53:18 2014,1.369,22.2,
36,Mon Dec 29 08:53:19 2014,1.369,22.2,
37,Mon Dec 29 08:53:21 2014,1.369,22.2,
38,Mon Dec 29 08:53:22 2014,1.369,22.2,
39,Mon Dec 29 08:53:23 2014,1.369,22.2,
40,Mon Dec 29 08:53:25 2014,1.368,22.2,
41,Mon Dec 29 08:53:26 2014,1.368,22.2,
42,Mon Dec 29 08:53:27 2014,1.368,22.2,
43,Mon Dec 29 08:53:28 2014,1.368,22.2,
44,Mon Dec 29 08:53:30 2014,1.368,22.2,
45,Mon Dec 29 08:53:31 2014,1.368,22.2,
46,Mon Dec 29 08:53:32 2014,1.367,22.2,
47,Mon Dec 29 08:53:34 2014,1.367,22.2,
48,Mon Dec 29 08:53:35 2014,1.367,22.2,
49,Mon Dec 29 08:53:36 2014,1.367,22.2,
50,Mon Dec 29 08:53:38 2014,1.367,22.2,
51,Mon Dec 29 08:53:39 2014,1.367,22.2,
52,Mon Dec 29 08:53:40 2014,1.367,22.2,
53,Mon Dec 29 08:53:41 2014,1.367,22.2,
54,Mon Dec 29 08:53:43 2014,1.366,22.2,
55,Mon Dec 29 08:53:44 2014,1.366,22.2,
56,Mon Dec 29 08:53:45 2014,1.366,22.2,
57,Mon Dec 29 08:53:46 2014,1.366,22.2,
58,Mon Dec 29 08:53:48 2014,1.366,22.2,
59,Mon Dec 29 08:53:49 2014,1.366,22.2,
60,Mon Dec 29 08:53:50 2014,1.366,22.2,
61,Mon Dec 29 08:53:52 2014,1.365,22.2,
62,Mon Dec 29 08:53:53 2014,1.365,22.2,
63,Mon Dec 29 08:53:54 2014,1.365,22.2,
64,Mon Dec 29 08:53:56 2014,1.365,22.2,
65,Mon Dec 29 08:53:57 2014,1.365,22.2,
66,Mon Dec 29 08:53:58 2014,1.365,22.3,
67,Mon Dec 29 08:53:59 2014,1.365,22.3,
68,Mon Dec 29 08:54:01 2014,1.364,22.3,
69,Mon Dec 29 08:54:02 2014,1.364,22.3,
70,Mon Dec 29 08:54:03 2014,1.365,22.3,
71,Mon Dec 29 08:54:05 2014,1.364,22.3,
72,Mon Dec 29 08:54:06 2014,1.364,22.3,
73,Mon Dec 29 08:54:07 2014,1.364,22.3,
74,Mon Dec 29 08:54:08 2014,1.364,22.3,
75,Mon Dec 29 08:54:10 2014,1.364,22.3,
76,Mon Dec 29 08:54:11 2014,1.364,22.3,
77,Mon Dec 29 08:54:12 2014,1.364,22.3,
78,Mon Dec 29 08:54:14 2014,1.363,22.3,
79,Mon Dec 29 08:54:15 2014,1.364,22.3,
80,Mon Dec 29 08:54:16 2014,1.363,22.3,
81,Mon Dec 29 08:54:17 2014,1.363,22.3,
82,Mon Dec 29 08:54:19 2014,1.363,22.3,
83,Mon Dec 29 08:54:20 2014,1.363,22.3,
84,Mon Dec 29 08:54:21 2014,1.363,22.3,
85,Mon Dec 29 08:54:22 2014,1.363,22.3,
86,Mon Dec 29 08:54:24 2014,1.363,22.3,
87,Mon Dec 29 08:54:25 2014,1.363,22.3,
88,Mon Dec 29 08:54:26 2014,1.362,22.3,
89,Mon Dec 29 08:54:28 2014,1.362,22.3,
90,Mon Dec 29 08:54:29 2014,1.362,22.3,
91,Mon Dec 29 08:54:30 2014,1.362,22.3,
92,Mon Dec 29 08:54:31 2014,1.362,22.3,
93,Mon Dec 29 08:54:33 2014,1.362,22.3,
94,Mon Dec 29 08:54:34 2014,1.362,22.3,
95,Mon Dec 29 08:54:35 2014,1.362,22.3,
96,Mon Dec 29 08:54:37 2014,1.362,22.3,
97,Mon Dec 29 08:54:38 2014,1.362,22.3,
